transaction_id,data,valor,hora,categoria,categoria_cod,qtd_transacoes_24h,is_fraud
TXN_NOV_000000,2025-11,952.6323973720288,19,supermercado,10,3,0
TXN_NOV_000001,2025-11,338.5438637238667,23,eletronicos,7,4,0
TXN_NOV_000002,2025-11,167.8385887525218,17,farmacia,2,3,0
TXN_NOV_000003,2025-11,600.694618362758,6,eletronicos,7,6,0
TXN_NOV_000004,2025-11,6334.824001687287,14,joias,11,18,1
TXN_NOV_000005,2025-11,376.82815157050624,21,livros,8,1,0
TXN_NOV_000006,2025-11,233.463883360923,20,eletronicos,7,1,0
TXN_NOV_000007,2025-11,689.4196291911957,16,restaurante,5,4,0
TXN_NOV_000008,2025-11,281.87159494615156,13,restaurante,5,1,0
TXN_NOV_000009,2025-11,1108.6384924548966,19,vestuario,4,5,0
TXN_NOV_000010,2025-11,1222.995018462405,5,vestuario,4,6,0
TXN_NOV_000011,2025-11,4279.955919659075,1,joias,11,17,1
TXN_NOV_000012,2025-11,1152.4869457052905,17,vestuario,4,3,0
TXN_NOV_000013,2025-11,657.9883591166611,22,livros,8,1,0
TXN_NOV_000014,2025-11,386.45943862041537,19,livros,8,2,0
TXN_NOV_000015,2025-11,871.7636513334603,12,transferencia,14,15,1
TXN_NOV_000016,2025-11,5254.028066039862,16,pix,13,18,1
TXN_NOV_000017,2025-11,537.7047173367753,19,lazer,6,4,0
TXN_NOV_000018,2025-11,298.9377289555076,19,assinatura,9,2,0
TXN_NOV_000019,2025-11,818.3367501676667,21,restaurante,5,1,0
TXN_NOV_000020,2025-11,390.277676048241,22,livros,8,3,0
TXN_NOV_000021,2025-11,225.59414121176977,21,eletronicos,7,3,0
TXN_NOV_000022,2025-11,1044.3602563429079,19,livros,8,1,0
TXN_NOV_000023,2025-11,3463.29850326461,2,eletronicos,7,16,1
TXN_NOV_000024,2025-11,156.85471151513406,13,alimentacao,1,1,0
TXN_NOV_000025,2025-11,505.35923474159927,16,restaurante,5,1,0
TXN_NOV_000026,2025-11,123.53857611248503,13,transporte,3,3,0
TXN_NOV_000027,2025-11,2515.5408436294997,0,eletronicos,7,6,0
TXN_NOV_000028,2025-11,184.60797538829053,9,transporte,3,1,0
TXN_NOV_000029,2025-11,134.7374103950747,14,farmacia,2,1,0
TXN_NOV_000030,2025-11,8011.558990829151,12,transferencia,14,22,1
TXN_NOV_000031,2025-11,336.0752288010279,15,vestuario,4,5,0
TXN_NOV_000032,2025-11,120.77316585256924,16,alimentacao,1,1,0
TXN_NOV_000033,2025-11,174.2314324833488,23,assinatura,9,1,0
TXN_NOV_000034,2025-11,757.5869131064296,3,vestuario,4,8,0
TXN_NOV_000035,2025-11,40.875307276459296,16,alimentacao,1,1,0
TXN_NOV_000036,2025-11,82.05014156960644,8,transporte,3,1,0
TXN_NOV_000037,2025-11,1097.1591242000381,10,eletronicos,7,14,1
TXN_NOV_000038,2025-11,142.7648695427461,21,eletronicos,7,1,0
TXN_NOV_000039,2025-11,155.56352332415926,17,vestuario,4,1,0
TXN_NOV_000040,2025-11,302.21184952720193,16,restaurante,5,5,0
TXN_NOV_000041,2025-11,3386.7092920126347,2,joias,11,18,1
TXN_NOV_000042,2025-11,568.562211836773,17,lazer,6,1,0
TXN_NOV_000043,2025-11,139.13334683768664,17,alimentacao,1,1,0
TXN_NOV_000044,2025-11,10176.311332480045,15,pix,13,15,1
TXN_NOV_000045,2025-11,4000.0,15,pix,13,22,1
TXN_NOV_000046,2025-11,327.8499944938529,21,eletronicos,7,3,0
TXN_NOV_000047,2025-11,152.48195510042123,15,alimentacao,1,1,0
TXN_NOV_000048,2025-11,286.05259850272023,21,livros,8,1,0
TXN_NOV_000049,2025-11,5151.911888142951,11,joias,11,20,1
TXN_NOV_000050,2025-11,1341.5330018059142,18,vestuario,4,8,0
TXN_NOV_000051,2025-11,217.9445799419245,20,assinatura,9,5,0
TXN_NOV_000052,2025-11,1489.2123628150375,12,vestuario,4,10,0
